p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0.00678455633873109	-0.723465818847589	0.391	0.75	1	5	SMDT1
0.00693046453760227	-0.274585224445978	0.03	0.167	1	5	KLRC4
0.00698675374079528	-0.475160261031292	0.061	0.25	1	5	FRA10AC1
0.00703137266590475	-0.289255686704316	0.03	0.167	1	5	ZNF561
0.00703345295512908	-0.58617494344148	0.49	0.917	1	5	HNRNPH1
0.00705431823620013	-0.303476767159595	0.058	0.25	1	5	AL133342.1
0.00705460254432596	-0.670909371890354	0.101	0.333	1	5	DKC1
0.00719021089548203	-0.64954970588744	0.307	0.667	1	5	EHMT1
0.00720252087699879	-0.60075236319968	0.142	0.417	1	5	HSPB1
0.00722194982439461	-0.275879491516762	0.03	0.167	1	5	VNN2
0.00722194982439461	-0.287545072206729	0.03	0.167	1	5	DCP1B
0.00723429221858033	-0.468139387398586	0.136	0.417	1	5	LSM12
0.00723463331258824	-0.711198000911563	0.951	1	1	5	RPS16
0.0073601348837955	-0.556824205919243	0.064	0.25	1	5	MAP4K2
0.00737339287674343	-0.348970948951912	0.06	0.25	1	5	MRPL40
0.00745168116400491	-0.551641331328367	0.096	0.333	1	5	IPCEF1
0.0074699299365325	-0.884655293659732	0.831	1	1	5	RPL13A
0.00754783561726122	-0.366675080552444	0.093	0.333	1	5	PLPP1
0.00761341852484616	-1.056347512126	0.11	0.333	1	5	HLA-DRA
0.00762955600347085	-0.367631403485284	0.132	0.417	1	5	MGMT
0.0077135973782377	-0.378544498968832	0.172	0.5	1	5	RMND5A
0.00775077834085445	1.09983808280709	0.689	0.25	1	5	ARAP2
0.00781464048315929	-0.588330116598728	0.192	0.5	1	5	AP1S2
0.0078184014365427	1.3142113558763	0.522	0.167	1	5	SLTM
0.00805570301480513	-0.37209143003813	0.031	0.167	1	5	OXSM
0.00809765123192388	-0.350386039867266	0.031	0.167	1	5	SASS6
0.00812543104370918	-0.496307009110666	0.28	0.667	1	5	RAF1
0.00828008229764406	-0.493851784639873	0.141	0.417	1	5	PPWD1
0.00831990521329323	-0.630930091600493	0.106	0.333	1	5	NFATC1
0.00834025319054636	-0.317784224487736	0.093	0.333	1	5	EIF2B1
0.00847134694846449	1.32058329797786	0.722	0.583	1	5	CARD11
0.00849176646708613	-0.256014181818713	0.06	0.25	1	5	WWC3
0.00850369907103651	-0.487814342108833	0.228	0.583	1	5	ARHGAP45
0.00854266645712933	-0.630289072100185	0.106	0.333	1	5	RPA1
0.00856921406669994	-0.641233262597536	0.032	0.167	1	5	ASTL
0.00861650282768008	-0.311802263866562	0.031	0.167	1	5	AL133243.3
0.00863875220718753	-0.256547795935378	0.031	0.167	1	5	CENPK
0.00888569181845272	-0.263797785708803	0.06	0.25	1	5	TCEAL8
0.00889669344303756	-0.623839155848308	0.033	0.167	1	5	CAMSAP2
0.00891254719731685	-0.529428567331185	0.699	1	1	5	HSPA8
0.00916095386234984	-0.300538925590932	0.032	0.167	1	5	ZNF574
0.0091845603177253	-0.446520900419686	0.033	0.167	1	5	ZDHHC16
0.00920763478312913	-0.259438215339121	0.032	0.167	1	5	Z99127.4
0.00922510484234403	0.766894414090636	0.935	0.833	1	5	ADGRE5
0.00929694437127958	1.57000113720932	0.444	0.083	1	5	SPAG1
0.00941004378795008	-0.668713754680633	0.143	0.417	1	5	NDUFS4
0.00949220285559843	-0.287875797562545	0.032	0.167	1	5	IFT27
0.00953574550728286	-0.525335139688905	0.145	0.417	1	5	MRPL52
0.00961521909695145	-0.394326494443302	0.1	0.333	1	5	WDR47
0.0096957760502533	-0.628958694219985	0.384	0.75	1	5	SLC2A3
0.00981928168766004	-0.358443710823342	0.032	0.167	1	5	MAPKAPK3
0.00994373523381263	-0.477466048763022	0.135	0.417	1	5	AC016074.2
0.00994699396030143	-0.553848278114534	0.728	0.917	1	5	RPL23
0.00996775430063826	-0.353566793653548	0.032	0.167	1	5	RAB3IP
1.63293366668332e-103	0.904105436791873	0.25	0	5.9767005134276e-99	11	AC110741.1
1.63293366668332e-103	0.904105436791873	0.25	0	5.9767005134276e-99	11	SLC39A5
1.63293366668332e-103	0.904105436791873	0.25	0	5.9767005134276e-99	11	FAM155A
1.63293366668332e-103	0.756891327453553	0.25	0	5.9767005134276e-99	11	AC108156.1
1.63293366668332e-103	0.756891327453553	0.25	0	5.9767005134276e-99	11	AC008395.1
1.63293366668332e-103	0.756891327453553	0.25	0	5.9767005134276e-99	11	AL022314.1
1.49814994375977e-52	0.902817996293581	0.25	0.001	5.48337860915512e-48	11	AC093606.1
1.49814994375977e-52	0.902141133042605	0.25	0.001	5.48337860915512e-48	11	ANKLE1
1.49814994375977e-52	0.902050127046417	0.25	0.001	5.48337860915512e-48	11	AL445623.2
1.49814994375977e-52	0.777259035837981	0.25	0.001	5.48337860915512e-48	11	JPH2
1.49814994375977e-52	0.776660035034273	0.25	0.001	5.48337860915512e-48	11	DMRTC1B
1.49814994375977e-52	0.756115749571261	0.25	0.001	5.48337860915512e-48	11	AC109466.1
1.49814994375977e-52	0.755839349178023	0.25	0.001	5.48337860915512e-48	11	PPDPFL
1.92467915879135e-52	0.901287921428626	0.25	0.001	7.04451818909221e-48	11	LAMC2
1.92467915879135e-52	0.753167116938283	0.25	0.001	7.04451818909221e-48	11	SRRM3
1.92467915879135e-52	0.752876567466247	0.25	0.001	7.04451818909221e-48	11	AC010197.1
1.5873279895949e-35	1.24788840821368	0.25	0.001	5.8097791747163e-31	11	FOXB1
1.5873279895949e-35	0.775817735028427	0.25	0.001	5.8097791747163e-31	11	AC009975.1
1.5873279895949e-35	0.755188639845868	0.25	0.001	5.8097791747163e-31	11	SNX21
1.5873279895949e-35	0.598528803213781	0.25	0.001	5.8097791747163e-31	11	GRAPL
1.87619153994543e-35	0.77457159779107	0.25	0.001	6.86704865535427e-31	11	ZNF229
1.87619153994543e-35	0.773091646784564	0.25	0.001	6.86704865535427e-31	11	UBE2L5
5.38833143942134e-27	0.901289451371008	0.25	0.002	1.97218319014261e-22	11	AC090844.2
5.38833143942134e-27	0.901174471262934	0.25	0.002	1.97218319014261e-22	11	DHDH
6.10896846584128e-27	0.751018822219462	0.25	0.002	2.23594354818257e-22	11	RDH10-AS1
7.5554786544512e-24	1.2243185741146	0.5	0.009	2.76538074231568e-19	11	CYP1B1
7.25657417518057e-22	0.897833085367469	0.25	0.002	2.65597871385784e-17	11	AC005410.2
7.25657417518057e-22	0.897506826018974	0.25	0.002	2.65597871385784e-17	11	AL096794.1
8.02391972231833e-22	0.895634583098115	0.25	0.002	2.93683485756573e-17	11	PLEKHD1
8.87146642839509e-22	0.767862327129536	0.25	0.002	3.24704542745689e-17	11	AC008781.1
2.10772784644254e-18	0.89619029393668	0.25	0.003	7.71449469076434e-14	11	TNFAIP6
2.10772784644254e-18	0.771229628427989	0.25	0.003	7.71449469076434e-14	11	AL355816.1
2.10772784644254e-18	0.748894559213402	0.25	0.003	7.71449469076434e-14	11	AC007066.2
2.29187860282486e-18	0.747640338594389	0.25	0.003	8.38850487419927e-14	11	AC020978.7
2.29187860282486e-18	0.744862821384201	0.25	0.003	8.38850487419927e-14	11	SLC25A10
5.90664441039471e-16	0.747300988045367	0.25	0.003	2.16189092064857e-11	11	MIR302CHG
6.34675921514413e-16	0.888746912919696	0.25	0.003	2.3229773403349e-11	11	THSD4
6.81915220848174e-16	0.743646603978904	0.25	0.003	2.4958778998264e-11	11	AL645939.5
6.81915220848174e-16	0.589144471524823	0.25	0.003	2.4958778998264e-11	11	EPHX3
6.81915220848174e-16	0.588790570046387	0.25	0.003	2.4958778998264e-11	11	AC113414.1
4.34622948137104e-14	0.741953867214692	0.25	0.004	1.59076345247661e-09	11	SH3D21
4.62828890782892e-14	0.884046970716803	0.25	0.004	1.69400002315446e-09	11	SLC5A11
4.62828890782892e-14	0.742912353090324	0.25	0.004	1.69400002315446e-09	11	PRNCR1
1.10760327247179e-12	0.889620121174044	0.25	0.004	4.05393873757402e-08	11	FAH
1.17140432923894e-12	0.743953518273474	0.25	0.004	4.28745698544744e-08	11	MKRN3
1.17140432923894e-12	0.743681963015713	0.25	0.004	4.28745698544744e-08	11	TOM1L1
1.17140432923894e-12	0.590296398823658	0.25	0.004	4.28745698544744e-08	11	LINC02798
1.38522971807954e-12	0.586719086199764	0.25	0.004	5.07007929114294e-08	11	HMBS
1.56174743996537e-11	0.744175040331229	0.25	0.005	5.71615180501723e-07	11	HK2
1.64256307502599e-11	0.763660419398447	0.25	0.005	6.01194511090263e-07	11	BMF
1.64256307502599e-11	0.742167515704011	0.25	0.005	6.01194511090263e-07	11	THSD1
1.81666934073508e-11	0.585373838540899	0.25	0.005	6.64919145402445e-07	11	RAB20
1.9103742996387e-11	0.737062950032792	0.25	0.005	6.99216097410761e-07	11	DHRS11
2.11219962164377e-11	0.580291467749376	0.25	0.005	7.73086183517837e-07	11	AC004982.2
2.99497319405187e-11	1.06490649851125	0.5	0.02	1.09619013875493e-06	11	MVB12B
3.72829227224863e-11	1.29119289739069	0.5	0.021	1.36459225456572e-06	11	CENPM
9.43828126258347e-11	1.07173243352968	0.5	0.021	3.45450532491818e-06	11	TEC
1.49847854964866e-10	0.761287050583285	0.25	0.005	5.48458133956908e-06	11	MALINC1
1.49847854964866e-10	0.731754670111288	0.25	0.005	5.48458133956908e-06	11	AC105206.2
1.56872604021684e-10	0.731773230500474	0.25	0.005	5.74169417979764e-06	11	AC008781.2
1.64218809189551e-10	0.580975174122165	0.25	0.005	6.01057263514675e-06	11	AC090198.1
1.79933546800703e-10	0.581268858776192	0.25	0.005	6.58574774645251e-06	11	ERICH6
9.49199044796715e-10	0.877714162471295	0.25	0.006	3.47416342386046e-05	11	GPRC5D-AS1
9.89905917177462e-10	0.753277478139324	0.25	0.006	3.62315464746123e-05	11	AL117332.1
4.71961546786155e-09	0.578184593261735	0.25	0.006	0.0001727426457392	11	TMEM177
1.56265418602856e-08	1.2167456209455	0.25	0.007	0.000571947058628315	11	AP000462.1
1.56265418602856e-08	0.729983205766952	0.25	0.007	0.000571947058628315	11	SYNM
1.67957679074582e-08	0.730738157475701	0.25	0.007	0.000614741901180877	11	AL132780.1
1.74118114419355e-08	0.724286434735837	0.25	0.007	0.000637289710586282	11	SPIRE2
2.01028512443925e-08	0.717954274296349	0.25	0.007	0.000735784458396009	11	AL031283.2
4.72745215712249e-08	0.754853970328833	0.25	0.007	0.0017302947640284	11	PTP4A3
5.59468198356607e-08	0.574452464980633	0.25	0.007	0.00204770955280502	11	AC139795.2
5.7857486734023e-08	0.726939324694678	0.25	0.007	0.00211764187195197	11	PKN3
6.39765874602322e-08	0.573165374125905	0.25	0.007	0.00234160707763196	11	NEK3
1.14600877247448e-07	1.64100645536752	0.5	0.032	0.00419450670813384	11	LYZ
1.32936545053588e-07	0.874754412659028	0.25	0.008	0.00486561048550636	11	KIF19
1.32936545053588e-07	0.73410729142235	0.25	0.008	0.00486561048550636	11	LAG3
1.37210153926723e-07	0.577792819629984	0.25	0.008	0.005022028843872	11	AL157838.1
2.51346549927301e-07	1.32341625193702	0.75	0.079	0.00919953507388914	11	CD5
3.41613623632731e-07	0.726067416316239	0.25	0.009	0.0125034002385816	11	LINC01303
3.519277485389e-07	0.571670102309049	0.25	0.009	0.0128809075242723	11	NGB
6.01541584295899e-07	0.936336835831105	0.5	0.034	0.0220170235268142	11	TKTL1
7.69747262228551e-07	0.747325884386944	0.25	0.009	0.0281735195448272	11	TDRKH
8.37349797004912e-07	0.570330674863199	0.25	0.009	0.0306478399201768	11	DUS4L
1.10395934597032e-06	1.14559718131577	0.5	0.037	0.0404060160218596	11	HLA-DMA
1.3953290330838e-06	1.41951550384917	0.25	0.01	0.0510704379399001	11	AC011997.1
1.51176657069297e-06	0.721036266301208	0.25	0.01	0.0553321682539334	11	AC015923.1
1.60031630275318e-06	1.26683231267769	0.75	0.085	0.0585731769970691	11	CHMP7
1.63751612128013e-06	0.853889147750005	0.25	0.01	0.0599347275549741	11	TBKBP1
2.11454075364355e-06	1.02667300701444	0.5	0.039	0.0773943061241077	11	C2orf69
3.43138898623342e-06	1.10412791979327	0.5	0.041	0.125592268285129	11	TBC1D13
3.93251977102519e-06	1.20619452938266	0.5	0.041	0.143934156139293	11	HINT3
4.11051243455257e-06	1.08164304900754	0.5	0.041	0.150448865617058	11	AC025442.2
4.70870775990809e-06	0.870592149065055	0.25	0.011	0.172343412720396	11	AC091978.1
4.82423234159265e-06	0.866378618954869	0.25	0.011	0.176571727934633	11	AC091153.2
5.06347757222437e-06	0.859396357910828	0.25	0.011	0.185328342620984	11	LINC02284
5.06347757222437e-06	0.85923675683386	0.25	0.011	0.185328342620984	11	TRIB3
5.30935206705044e-06	1.19401901089371	0.5	0.042	0.194327595006113	11	IRGQ
5.31406090573803e-06	0.735144126631937	0.25	0.011	0.194499943210918	11	SLC15A2
8.044658421665e-06	1.12495820042876	0.5	0.044	0.294442542891361	11	ATPAF1
8.06465357452275e-06	1.11092468760384	0.5	0.044	0.295174385481107	11	PRR3
8.74652864153679e-06	0.71356955332362	0.25	0.011	0.320131694808888	11	ERMAP
9.15917729674047e-06	0.567692279997326	0.25	0.011	0.335235048237998	11	NEURL4
1.37975523038843e-05	0.8585263114896	0.25	0.012	0.505004211874469	11	AL445524.1
1.37975523038843e-05	0.71902400590581	0.25	0.012	0.505004211874469	11	MROH8
1.39993061799359e-05	1.32092857045775	1	0.181	0.512388605491836	11	EXOSC6
1.50707446669957e-05	0.715818668517799	0.25	0.012	0.551604325556711	11	DIXDC1
1.57486103599212e-05	0.706544114475544	0.25	0.012	0.576414887783475	11	ROGDI
2.14204333369041e-05	0.853415218299905	0.25	0.012	0.784009280564028	11	SMUG1
2.23475598693803e-05	0.721994364102547	0.25	0.012	0.817943038779187	11	SRR
2.28253245706321e-05	0.713411664206576	0.25	0.012	0.835429704609705	11	AL445928.2
2.28253245706321e-05	0.562212983318564	0.25	0.012	0.835429704609705	11	SMC1B
2.45137274866877e-05	1.43033925793836	1	0.186	0.897226939740258	11	MCU
2.75666576680506e-05	1.26454521457155	0.5	0.048	1	11	CADM1
2.96101400031681e-05	0.869584259643466	0.25	0.013	1	11	MORN2
3.48525034369336e-05	0.736303312630863	0.25	0.013	1	11	SPESP1
3.55666187480332e-05	0.557942634930382	0.25	0.013	1	11	AC087071.2
3.87658785670963e-05	0.976330595112646	0.5	0.05	1	11	MBIP
3.935058398684e-05	0.546072904108297	0.25	0.013	1	11	AL135978.2
4.05823364008612e-05	1.64465689676384	0.75	0.12	1	11	MAPKAPK5-AS1
4.86149669752527e-05	0.564003164476114	0.25	0.013	1	11	METAP1D
4.95751738358171e-05	0.847784672928846	0.25	0.013	1	11	ANO9
4.95751738358171e-05	0.842919988027316	0.25	0.013	1	11	ZNF341
5.15497599978531e-05	0.707111718253874	0.25	0.013	1	11	Z82206.1
5.35987275163538e-05	0.715679191481391	0.25	0.013	1	11	AC016773.1
5.55627876982913e-05	0.942346864864158	0.5	0.051	1	11	FAM228B
7.27373422201343e-05	0.723910599849718	0.25	0.014	1	11	ATP1A3
7.4117161492335e-05	0.553328234563492	0.25	0.014	1	11	LRRC69
8.07616775195356e-05	1.53865474073143	0.75	0.123	1	11	ZNF487
8.98354445882612e-05	0.854687448392472	0.25	0.014	1	11	NOL6
9.17829267585934e-05	1.15721214257668	0.75	0.123	1	11	CFAP36
9.51757752644795e-05	1.17996954513724	0.5	0.057	1	11	KIZ-AS1
9.73548218304745e-05	1.41191504371337	0.5	0.057	1	11	ZNF253
0.000100201223700256	0.722979307534161	0.25	0.014	1	11	PLPP3
0.000105798019397907	0.560764246703504	0.25	0.014	1	11	SELENON
0.000107728271642205	0.552306899549652	0.25	0.014	1	11	AC104389.5
0.00011054394403531	1.19861950734788	0.75	0.124	1	11	ZNF106
0.000111688891805273	0.553355951206441	0.25	0.014	1	11	BCORL1
0.000123568907776056	1.13739954356879	0.75	0.124	1	11	GRSF1
0.000123729038577456	0.848298840613912	0.25	0.015	1	11	SULF2
0.000123729038577456	0.843304374704695	0.25	0.015	1	11	AL356805.1
0.000124194998408269	0.901265629671418	0.5	0.056	1	11	B3GALNT2
0.00012816297310816	0.847363711279527	0.25	0.015	1	11	TTC12
0.000132746352296234	0.725736232317251	0.25	0.015	1	11	RNASEL
0.00013911393236342	1.60296544562148	0.75	0.129	1	11	CHD7
0.000144532489122009	1.68966705375106	0.75	0.136	1	11	ERICH1
0.000158194464089784	1.14140190841031	0.5	0.059	1	11	HIST1H1C
0.000172678977188637	0.704815980534385	0.25	0.016	1	11	MIR3936HG
0.000184801615352378	0.711885734276442	0.25	0.016	1	11	AC097382.3
0.000186024140827605	0.929723793206156	0.5	0.058	1	11	NCAPD3
0.000197721009692808	0.712859421535733	0.25	0.016	1	11	HOXB4
0.000213774945055848	0.707644887839409	0.25	0.016	1	11	CTLA4
0.000217332084351073	0.844156887368232	0.25	0.016	1	11	MOB3B
0.000224613718836823	0.704911193802259	0.25	0.016	1	11	AL353135.2
0.000228339828827749	0.83058116767551	0.25	0.016	1	11	MAP7
0.000228339828827749	0.708168982769149	0.25	0.016	1	11	TXNDC5
0.000232123894828627	0.696412022279225	0.25	0.016	1	11	FAM174B
0.000250658089036677	0.940120720753571	0.5	0.062	1	11	GSKIP
0.000274076808354316	0.730689695363637	0.25	0.017	1	11	DLGAP4-AS1
0.000296855173578754	0.713833908116	0.25	0.017	1	11	SLC2A11
0.0003000562967185	0.93657079415462	0.5	0.062	1	11	TBRG4
0.000306453561981232	0.828213801408274	0.25	0.017	1	11	ZNF532
0.000321397425649018	0.692560439527652	0.25	0.017	1	11	PTMS
0.000330495992424028	1.2195876037678	0.25	0.017	1	11	PAN2
0.000342385199377334	0.532525033600068	0.25	0.017	1	11	MOCS3
0.000347828919162888	0.538914639438702	0.25	0.017	1	11	UNC93B1
0.000351705331382992	0.836625620549037	0.25	0.017	1	11	TMOD1
0.000354104910421842	1.32123584301064	0.5	0.065	1	11	ZNF461
0.000371490307964018	1.07393231744193	0.75	0.134	1	11	MLEC
0.000375152824500854	1.21244053502038	0.75	0.144	1	11	ORC4
0.000380007904491325	0.6983457741191	0.25	0.017	1	11	NEK8
0.000380007904491325	0.690616626735466	0.25	0.017	1	11	AC008549.2
0.000397866139383194	0.90981161258086	0.5	0.064	1	11	ESRRA
0.000410428210482209	0.543242813866522	0.25	0.017	1	11	AC137810.1
0.000423221481108765	0.536815363555766	0.25	0.017	1	11	PPP1R3B
0.000430086681863507	1.04510415734651	0.75	0.139	1	11	INTS4
0.000445122716408727	1.07500589714478	0.75	0.142	1	11	PPWD1
0.00045510174498948	0.892736533083144	0.5	0.065	1	11	TMEM62
0.00045852353346732	0.83643145264258	0.25	0.018	1	11	LSS
0.000464097539369775	1.03960589748864	0.5	0.068	1	11	DFFA
0.000501653468249818	0.708504720551594	0.25	0.018	1	11	CISH
0.000533832659031371	1.10939344996137	0.5	0.069	1	11	CYTH2
0.00055557906824088	0.835604227879425	0.25	0.018	1	11	TARBP2
0.000556742932898641	0.535499753467741	0.25	0.018	1	11	ALKBH6
0.000563759787926183	0.833137320831893	0.25	0.018	1	11	DFFB
0.000622132160564751	1.02019493924658	0.5	0.07	1	11	ZNF286A
0.000656826024000268	0.705617818359037	0.25	0.019	1	11	AP002433.2
0.000661420220596054	1.00375487368961	0.5	0.07	1	11	HENMT1
0.000685606457231714	1.01885591644961	0.5	0.07	1	11	KANSL1-AS1
0.000708568899273248	1.39528067792881	1	0.271	1	11	CD3D
0.000748577933271308	0.849771543023112	0.25	0.019	1	11	LINC00847
0.000799123248957936	1.07749361229096	0.5	0.072	1	11	ARHGAP21
0.000856923966115779	1.51986047134971	0.75	0.172	1	11	PDIA6
0.000859939136505758	0.686602494126779	0.25	0.019	1	11	TAF6L
0.000886104279577522	0.984603456511776	0.5	0.072	1	11	SNAPC1
0.000916793783132466	1.09036497300833	0.75	0.161	1	11	RBFOX2
0.000921207760749839	0.685426229082281	0.25	0.019	1	11	TIGD5
0.000933936900591523	0.530901277223394	0.25	0.019	1	11	SPATA21
0.000959885445361029	0.525219160160267	0.25	0.019	1	11	PALB2
0.000970443235992416	0.825542043643368	0.25	0.02	1	11	C16orf58
0.00101506360564502	1.39154885272323	0.75	0.182	1	11	CLK4
0.00101766147395672	1.75505441331915	0.75	0.192	1	11	DUSP16
0.00101988386514888	1.02443145917408	0.5	0.077	1	11	TRADD
0.00105206597069969	0.818011842092206	0.25	0.02	1	11	EREG
0.00105206597069969	0.686835259359545	0.25	0.02	1	11	UGDH
0.00105302526420892	0.828032357885065	0.5	0.068	1	11	RAB31
0.00107912977403718	0.861341093900116	0.5	0.072	1	11	GNS
0.00109259276268597	1.01586260070063	1	0.269	1	11	YIPF5
0.00111752237870092	0.834880514953471	0.25	0.02	1	11	DVL2
0.00114000110085826	0.52609414754673	0.25	0.02	1	11	SOX13
0.00116255991843026	0.82162860207541	0.25	0.02	1	11	FAN1
0.00117794132746605	0.685158297907889	0.25	0.02	1	11	LINC00426
0.00117794132746605	0.684409701571804	0.25	0.02	1	11	FANCD2
0.00124179994241021	0.982222183130642	0.5	0.075	1	11	METTL5
0.00125770796494711	0.680725221831658	0.25	0.02	1	11	ABCA3
0.00126385596799353	1.20278115569999	1	0.271	1	11	TBC1D5
0.00129764865194821	0.974203351868527	0.5	0.077	1	11	CRY2
0.00131145988701448	0.833056785251154	0.25	0.021	1	11	ARL10
0.00131191551675316	1.38891085707855	0.75	0.185	1	11	ST3GAL1
0.00134561880659506	0.828957008134464	0.25	0.021	1	11	IRAK1BP1
0.00139839860968349	0.816986296413126	0.25	0.021	1	11	TM4SF19
0.00154681138306082	0.695398104975563	0.25	0.021	1	11	ERLIN2
0.00154832629240647	0.987349285686934	1	0.278	1	11	EVI2B
0.00157419361578971	0.863305616015828	0.5	0.076	1	11	BLCAP
0.0015783134101602	1.12135677094896	0.75	0.178	1	11	PDCD2
0.00158842578812651	0.528387377954001	0.25	0.021	1	11	MAP1A
0.00162629384380277	0.684684811677143	0.25	0.021	1	11	PSKH1
0.00166742917652862	0.693952625523522	0.25	0.021	1	11	CD99L2
0.00173529109197524	0.496587142749322	0.25	0.021	1	11	MCOLN2
0.00181059984033004	0.819672669611302	0.25	0.022	1	11	FUCA1
0.00183290426350575	0.71148061679436	0.25	0.022	1	11	GRAP
0.00183710022876739	1.06274625758406	0.5	0.083	1	11	PASK
0.00185546090777063	0.540425328293425	0.25	0.022	1	11	AL109741.1
0.00194826113121218	0.699160172870808	0.25	0.022	1	11	NIPSNAP3A
0.00202929218157023	0.952505713275698	0.5	0.083	1	11	AC119396.1
0.00203262026621176	0.500071106933937	0.25	0.021	1	11	ATG4C
0.00207024963574381	0.529276274218138	0.25	0.022	1	11	AC009403.1
0.00210111406018288	0.841723157185719	0.5	0.078	1	11	PTTG1
0.00212701292749322	0.849882895212852	0.5	0.081	1	11	ZNF84
0.00214676644566231	0.670005514771223	0.25	0.022	1	11	PDE7B
0.00220737077465518	0.695309161443483	0.25	0.022	1	11	MMS22L
0.00222586829729163	0.511034465706078	0.25	0.022	1	11	AL139021.2
0.00223381322188198	0.671876389161316	0.25	0.022	1	11	ALG1
0.00223840942791716	0.695710824490248	0.25	0.023	1	11	SUSD3
0.00233080761069799	1.06539907101477	0.75	0.179	1	11	CEP192
0.00234251117641679	0.69471025611182	0.25	0.022	1	11	ZNF888
0.00240165961754046	0.540660224676024	0.25	0.023	1	11	CDYL2
0.00245603288174986	0.66323699393204	0.25	0.022	1	11	NUMBL
0.00247865100093478	0.884741598299725	0.5	0.085	1	11	SH3YL1
0.00257574191946681	0.703197458244122	0.25	0.023	1	11	TRPT1
0.00257574191946681	0.695925839457963	0.25	0.023	1	11	AGBL3
0.00263628545733782	0.79963906630341	0.25	0.023	1	11	AC018682.1
0.00279337821528526	0.519004438232131	0.25	0.023	1	11	AC009505.1
0.00285284317014705	0.693930227694273	0.25	0.024	1	11	ARRDC5
0.00291857162277445	0.698710568556446	0.25	0.024	1	11	EBLN2
0.00297469916086672	0.823991033886444	0.25	0.024	1	11	GAMT
0.00300829996771988	0.81969041758373	0.25	0.024	1	11	EML1
0.00303083330328846	0.829119163066569	0.5	0.083	1	11	BCAP29
0.00307139469716334	1.44635829523266	0.75	0.197	1	11	RNF114
0.00311119032932782	0.67156523761408	0.25	0.024	1	11	DNAJC14
0.00313006362917192	0.943141776704797	0.5	0.087	1	11	SNAPC5
0.00332628772960453	0.994697173806144	0.75	0.186	1	11	RAP2B
0.00336385976231444	0.676696459267269	0.25	0.024	1	11	AC002091.1
0.00336385976231444	0.666929699033236	0.25	0.024	1	11	PAXIP1-AS1
0.00336703601073986	0.913163332757265	0.5	0.087	1	11	ARHGAP35
0.00338278882139367	0.88870225235766	1	0.304	1	11	FAM214A
0.00341637514919183	0.884496311929317	0.75	0.171	1	11	ZBP1
0.00341875448347251	0.506863974931946	0.25	0.024	1	11	ZNF365
0.00353235649157141	0.696884492552909	0.25	0.025	1	11	ZNF483
0.00355232396233548	1.0500785813519	0.5	0.093	1	11	PIGC
0.00357930560676788	0.95144973516002	0.5	0.09	1	11	PRAG1
0.00358264909885636	1.149842069399	0.25	0.025	1	11	DHTKD1
0.00365856533492922	1.28164447245292	0.75	0.218	1	11	TBC1D2B
0.00374089011289459	0.821296453473149	0.25	0.025	1	11	ZCCHC24
0.0037665365472743	1.21998404178314	0.75	0.192	1	11	CAMKMT
0.00378586694336151	0.82403524129333	0.5	0.088	1	11	IMPA1
0.00382236967886196	0.82053537608649	0.25	0.025	1	11	MANBAL
0.00382236967886196	0.817994038119726	0.25	0.025	1	11	QSOX2
0.00386371122668091	0.815778617070914	0.25	0.025	1	11	ACAD8
0.00388887972293502	0.86358761605982	0.5	0.09	1	11	HNRNPUL2
0.00389568382206924	0.827403797867656	0.5	0.088	1	11	ADI1
0.00390545857831423	0.813876189573053	0.25	0.025	1	11	HDHD5
0.00393907146590893	0.655988642570596	0.25	0.025	1	11	LINC00265
0.00399410188896064	1.19389467095124	0.25	0.026	1	11	AC010632.2
0.00412354368778079	-1.58224234658147	1	0.996	1	11	HLA-B
0.00417051827732889	1.67237245999326	0.75	0.226	1	11	TRAC
0.00424136940163497	0.818500123107599	0.5	0.089	1	11	TRIM23
0.00426384562051321	1.34257518998159	0.5	0.102	1	11	DKC1
0.0043924818827499	0.667176648558867	0.25	0.025	1	11	ULK2
0.00439255746512533	0.805302126513253	0.25	0.026	1	11	AVIL
0.00439717476778749	0.8899777168563	0.75	0.186	1	11	PNPLA2
0.00443429676538483	1.20078349697516	0.25	0.026	1	11	GEMIN2
0.00448672983296635	0.516731855244012	0.25	0.025	1	11	DARS2
0.00452746844857859	1.13987595139262	0.25	0.026	1	11	ANGEL1
0.00453317586478932	0.69419124885212	0.25	0.026	1	11	PMM1
0.00453317586478932	0.687160377432357	0.25	0.026	1	11	ZNF764
0.0045809471290843	0.802515288719312	0.25	0.026	1	11	C15orf48
0.00467785994784166	0.78178865973443	0.25	0.026	1	11	S100A8
0.00473274875530599	1.19081370433018	0.5	0.096	1	11	WDR19
0.00476437715887962	1.22018957845416	1	0.871	1	11	RPS10
0.00481772122040585	0.797672045331475	0.25	0.026	1	11	DNAJC6
0.00483120215682094	0.503670663207146	0.25	0.025	1	11	BLOC1S3
0.00483687999524267	1.2339447604915	1	0.417	1	11	MPP7
0.00485624421138868	0.837540643083038	0.5	0.093	1	11	GPR89B
0.00487727398723569	0.651028045332352	0.25	0.026	1	11	ERRFI1
0.00503184706885924	0.516049248800942	0.25	0.026	1	11	FAM160B2
0.00503862055889378	0.500507569095923	0.25	0.025	1	11	SERTAD3
0.00507117260287631	1.10055957307744	0.5	0.101	1	11	TAF4B
0.00508434732709833	0.513432293739164	0.25	0.026	1	11	CEP85
