p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
1.83805803496927e-157	0.296975108720171	0.609	0.388	6.72747621379103e-153	TUBB4B
5.67935271055052e-157	-0.718919705080479	0.021	0.104	2.0786998855886e-152	THBS1
2.65877388986233e-156	0.281415852559852	0.166	0.066	9.73137831428512e-152	TNFRSF18
3.56189657204146e-156	-0.699324568444022	0.227	0.343	1.30368976433289e-151	EXT1
3.59251322695325e-155	-1.60194066402419	0.029	0.118	1.31489576619716e-150	IGHA1
4.22874041167455e-155	-0.66016172243771	0.071	0.172	1.547761278077e-150	LRRC75A
6.19129572728135e-154	-0.540579014435122	0.587	0.596	2.26607614914225e-149	CYTH1
1.38749573768082e-153	-0.485188288903254	0.7	0.692	5.07837314948558e-149	EML4
1.74646533070055e-153	-0.624582935140361	0.094	0.203	6.39223775689707e-149	PCBP3
2.64383311010258e-152	-0.639903013737832	0.436	0.496	9.67669356628645e-148	ELMO1
3.99941685408108e-152	0.467829073005886	0.746	0.598	1.46382656276222e-147	LTB
9.27681841494158e-152	0.289300608652324	0.763	0.538	3.39540830805277e-147	IDS
1.30157818319473e-150	-0.666472904075751	0.278	0.374	4.76390630831103e-146	ITPKB
5.2458113876604e-150	0.629555098210276	0.275	0.152	1.92001942599758e-145	GZMA
5.67220389978213e-150	0.393058186034973	0.18	0.077	2.07608334935926e-145	OASL
8.42696811214678e-150	-0.645360973274497	0.338	0.422	3.08435459872684e-145	KDM7A
1.60892633765893e-149	-0.638375223574602	0.072	0.181	5.88883128846545e-145	KYNU
2.02194149358246e-149	-0.610535027994113	0.428	0.485	7.40050806066118e-145	PPP6R3
2.16256911204002e-149	-0.574327577329482	0.51	0.551	7.91521920697766e-145	IKZF1
2.71750483549e-148	0.309278201750149	0.503	0.314	9.94633944837694e-144	GLIPR1
3.29047714359141e-148	0.294331723430428	0.153	0.06	1.20434753932589e-143	MATK
3.32565390265199e-148	-0.432203563885617	0.722	0.722	1.21722258490966e-143	LEPROTL1
8.96326805778722e-148	-0.547053680273157	0.532	0.574	3.2806457418307e-143	ADK
9.75291957849621e-148	0.262428919573169	0.824	0.6	3.5696660949254e-143	ATP5MC2
1.81497428047669e-147	-0.555056435841762	0.052	0.152	6.64298736397272e-143	ANPEP
6.78796625399247e-147	-0.602059867006563	0.441	0.505	2.48446352862378e-142	ITK
6.41080009752805e-146	0.379306166342273	0.638	0.416	2.34641694369624e-141	DNAJA1
1.0033421739144e-144	-0.495079999383464	0.672	0.668	3.67233269074409e-140	OSBPL8
3.62015241333071e-144	-0.609459957844007	0.391	0.466	1.32501198480317e-139	PICALM
1.15232678859931e-143	0.298216819753551	0.483	0.3	4.21763127895234e-139	ITGB1
1.56815353110603e-143	-0.636332224829699	0.043	0.134	5.73959873920118e-139	OLR1
4.41370431015531e-143	0.305241430038962	0.379	0.218	1.61545991455995e-138	TXN
9.23023157489998e-143	-0.614590735904899	0.416	0.476	3.37835705872914e-138	RAPGEF6
1.10424492703827e-142	-0.537649255785723	0.479	0.543	4.04164685745277e-138	NFAT5
2.36565096221499e-142	0.363341195770886	0.857	0.703	8.65851908680308e-138	ZFP36L2
1.35573191733987e-141	0.297428092064135	0.671	0.451	4.96211439065564e-137	DYNLL1
2.53861094548704e-141	-0.86494444883615	0.261	0.36	9.29156992157713e-137	NAMPT
2.47716269751826e-140	-0.440234374785041	0.639	0.669	9.06666318918657e-136	NFKB1
7.8392380744107e-140	-0.550310423820732	0.5	0.547	2.86923952761506e-135	DOCK10
8.16553275907356e-140	1.07198300639984	0.436	0.322	2.98866664514851e-135	CCL5
1.33948953858893e-139	0.338187043914737	0.377	0.221	4.90266566018933e-135	DDIT4
1.12299038152646e-137	-0.449750053877663	0.713	0.683	4.11025709542499e-133	ELF1
3.14866524702767e-137	0.312531345973115	0.678	0.458	1.1524429670646e-132	IER2
3.72500182304251e-137	-0.652445013776895	0.155	0.26	1.36338791725179e-132	DEAF1
1.59832882277628e-136	0.26323843837982	0.498	0.31	5.85004332424345e-132	PIM1
1.64914013732315e-136	-0.649602008045952	0.347	0.434	6.03601781661648e-132	PTPRJ
4.32421951965471e-136	-0.643574741568777	0.336	0.413	1.58270758638882e-131	MRTFA
4.96696618000223e-135	0.254234844938699	0.229	0.113	1.81795929154262e-130	APMAP
1.60306833830058e-134	-0.603933004855022	0.424	0.478	5.86739042501395e-130	PIP4K2A
4.97298161617819e-134	-0.494170928019966	0.367	0.465	1.82016100133738e-129	ARHGAP26
7.7613293127184e-134	-0.629419428329349	0.47	0.511	2.84072414174806e-129	MAP4K4
3.15517143533839e-133	-0.381468221043427	0.769	0.734	1.1548242970482e-128	RPS20
3.29487299232547e-133	-0.606022248579244	0.328	0.427	1.20595646392105e-128	FNDC3B
7.87257147712911e-133	-0.542443882727249	0.528	0.546	2.88143988634402e-128	WAC
3.66280785393187e-132	0.26722490294689	0.937	0.781	1.3406243026176e-127	DDX5
1.00468419591031e-131	0.365609708146214	0.164	0.072	3.67724462545131e-127	IL4I1
2.20034014623383e-130	0.32870188905482	0.263	0.14	8.05346496923045e-126	NEU1
5.56451187447451e-130	-0.683764990714259	0.068	0.163	2.03666699117642e-125	DOCK4
2.81640526148111e-128	-0.628058290510713	0.246	0.345	1.0308324897547e-123	TRPS1
1.06555033265682e-127	0.27009044009461	0.935	0.808	3.90002077255724e-123	TAGLN2
3.43047868100616e-127	0.252439245237048	0.904	0.735	1.25558950203506e-122	NPM1
2.17594881301427e-126	-0.4470423776251	0.058	0.146	7.96419025051354e-122	SNHG31
9.94977393232287e-126	-0.575134527031673	0.452	0.49	3.64171675696949e-121	LSM14A
7.58269150565255e-125	-0.586622734094974	0.365	0.439	2.77534091798389e-120	TBL1X
1.67296522340337e-124	-0.594247322717437	0.08	0.177	6.12322001417868e-120	SPI1
2.78006377231268e-124	0.294961005277463	0.989	0.936	1.01753114130416e-119	ACTB
3.5993508856283e-124	-0.618027523213208	0.247	0.337	1.31739841764881e-119	ZDHHC20
4.34061200460583e-123	-0.458679501139885	0.584	0.636	1.58870739980578e-118	LDLRAD4
2.44056110213199e-122	-0.683633404231166	0.296	0.384	8.93269768991329e-118	CUX1
1.26779941923428e-121	-0.43613767037851	0.712	0.712	4.64027265433937e-117	P2RY8
8.65740619778052e-121	-0.623809967588189	0.28	0.361	3.16869724244965e-116	TMEM245
2.23038602252748e-120	-0.60889151808512	0.351	0.421	8.16343588105282e-116	CLASP2
5.05145621298417e-120	0.333094491877535	0.501	0.328	1.84888348851433e-115	EFHD2
6.60960508835378e-120	0.275979364552276	0.121	0.047	2.41918155838837e-115	DUSP4
1.01844941379688e-119	-0.619640581413287	0.31	0.385	3.72762669943795e-115	FTX
1.03304717205815e-119	-0.555850876599385	0.424	0.475	3.78105595445004e-115	KMT2C
3.63996898108057e-119	-0.60229449077252	0.311	0.386	1.3322650467653e-114	MED13
4.89028802130495e-119	-0.585511665936201	0.411	0.459	1.78989431867782e-114	SETD2
2.09111795865288e-118	-0.524713180422797	0.56	0.571	7.65370084046541e-114	CDK17
2.38608872430455e-118	-0.639080855165869	0.282	0.366	8.73332333982709e-114	PELI1
1.1132174543532e-116	-0.428723737955819	0.059	0.149	4.07448720467815e-112	FCN1
1.84045597211512e-116	-0.304393983455241	0.182	0.313	6.73625290353857e-112	TYROBP
2.82749099674308e-116	-0.349825440405881	0.03	0.102	1.03488997971793e-111	ARMC9
3.59647715939489e-115	0.25140691577738	0.702	0.499	1.31634660511012e-110	C12orf57
5.73768919873479e-115	-0.493844114149015	0.492	0.542	2.10005162362892e-110	CBLB
1.10470963865888e-114	-0.57953461849595	0.054	0.137	4.04334774845538e-110	EPB41L3
2.20847975679117e-114	-0.562092504768665	0.471	0.5	8.08325675783137e-110	TAB2
2.91331652583858e-114	-0.762176333660613	0.338	0.405	1.06630298162218e-109	TIMP1
2.28975173183267e-113	0.262986207070849	0.618	0.42	8.38072031368076e-109	DUSP1
6.06908568935847e-113	-0.515233749922352	0.568	0.577	2.22134605316209e-108	RABGAP1L
2.20056789734626e-112	-0.604334064128039	0.247	0.332	8.05429856107706e-108	FBXL20
4.07377742586945e-112	-0.60630437745773	0.378	0.432	1.49104327564248e-107	SRPK2
4.85334192900091e-112	-0.560237989859077	0.355	0.417	1.77637167943362e-107	XIST
8.12033788745693e-112	-0.577031864067863	0.201	0.291	2.97212487018811e-107	SPTBN1
1.50274032382608e-111	0.255479892430591	0.664	0.461	5.50017985923583e-107	ISG20
1.67287076497498e-111	-0.582892770610506	0.325	0.394	6.12287428688492e-107	ATM
1.72723639430716e-111	-0.445161969503385	0.043	0.123	6.32185792680362e-107	CYP1B1
1.89156660859941e-111	-0.578861018314807	0.419	0.464	6.92332294413472e-107	FBXW7
6.82343616032539e-110	0.359282483531244	0.176	0.088	2.4974458690407e-105	CD8B
1.15214034610027e-108	-0.491774626881356	0.051	0.132	4.21694888076162e-104	CD300E
1.58933089100884e-108	-0.602591811175645	0.272	0.35	5.81710999418146e-104	ZMYM2
1.60666919151502e-108	-0.584402727672486	0.39	0.439	5.88056990786411e-104	TLK1
2.6907873586477e-108	-0.538918181038232	0.491	0.516	9.84855081138645e-104	KLF12
4.84896491840561e-108	-0.568893593636373	0.399	0.449	1.77476964978564e-103	RPS6KA5
1.61597246222502e-107	-0.47796705248534	0.065	0.15	5.91462080898979e-103	SLC11A1
2.1017530090891e-107	-0.370652384018194	0.14	0.24	7.692626188567e-103	AIF1
2.88960366512867e-107	-0.646468661420728	0.297	0.367	1.05762383747375e-102	HIF1A
7.58442289140766e-107	-0.563144256804341	0.42	0.46	2.77597462248412e-102	DYRK1A
1.10858544795357e-106	-0.459238479819591	0.487	0.537	4.05753359805485e-102	PIK3R5
2.15773774609322e-106	-0.498650702681515	0.502	0.53	7.89753592447578e-102	BAZ1A
4.65483063397362e-106	0.286156766256481	0.204	0.106	1.70371456034069e-101	PMAIP1
8.18628333506605e-106	-0.56394983885771	0.347	0.412	2.99626156346753e-101	ARID2
1.50493411584418e-105	-0.536007972718737	0.465	0.491	5.50820935740128e-101	BIRC6
3.19763677227326e-104	-0.492332914807134	0.575	0.57	1.17036703501974e-99	PPP1CB
1.56433967670066e-103	-0.492835367525189	0.551	0.557	5.7256396506921e-99	STAG1
2.24018555948726e-103	-0.557995265000389	0.371	0.432	8.19930316627934e-99	NCOA1
4.58787207607139e-103	0.365940940381682	0.293	0.179	1.67920705856289e-98	YBX3
2.31374437897716e-102	-0.560604370657208	0.139	0.226	8.4685358014943e-98	MAN1C1
2.49918762479576e-101	-0.545093282383882	0.387	0.444	9.14727662551496e-97	PDE7A
1.11372136938839e-99	-0.519507631976538	0.516	0.523	4.07633158409845e-95	ANKRD44
2.45712604091929e-99	-0.519671330088179	0.162	0.254	8.9933270223687e-95	TXK
3.37155006707051e-99	0.445229083000458	0.283	0.172	1.23402104004848e-94	ID3
6.93493239306121e-99	0.434762311745902	0.763	0.628	2.53825460518433e-94	KLF2
1.42549030477321e-98	-0.458866786478422	0.572	0.569	5.21743706450044e-94	PHF20
1.43214398579714e-98	-0.56656064633635	0.405	0.451	5.24179020241612e-94	AFF1
2.98950222133164e-98	-0.464306753950492	0.609	0.595	1.09418770802959e-93	SEPTIN6
6.28658896841514e-98	0.436293536320132	0.812	0.751	2.30095442832963e-93	S100A11
2.12691780428601e-97	-0.501753984534243	0.541	0.543	7.78473185546723e-93	DOCK8
1.02756156546361e-96	-0.486296371428582	0.548	0.552	3.76097808575335e-92	ESYT2
1.14702361234459e-96	0.32187061660203	0.563	0.401	4.19822112354242e-92	CD7
3.25349457263549e-96	-0.357373020797748	0.769	0.719	1.19081154853031e-91	ARID4B
4.75899252112048e-96	-0.58465742250351	0.297	0.366	1.74183885265531e-91	PIK3CD
7.85743897648642e-96	0.290202949976678	0.66	0.498	2.8759012397838e-91	GPR183
1.29279685324676e-95	-0.543046492115458	0.218	0.299	4.73176576256846e-91	IL6ST
2.13555671309256e-95	-0.548123763596833	0.391	0.431	7.81635112559008e-91	GLG1
3.15428937734671e-95	-0.55598195747931	0.358	0.433	1.15450145500267e-90	DLEU2
5.58795032753941e-95	-0.542954057684497	0.343	0.401	2.0452456993827e-90	ERBIN
8.95244979139905e-95	-0.53817485540239	0.41	0.445	3.27668614814997e-90	CELF1
2.80646204629732e-94	-0.490416856175133	0.53	0.532	1.02719317356528e-89	ARIH1
6.38061480888924e-94	-0.48181596106904	0.519	0.541	2.33536882620155e-89	RNF125
7.10191601413849e-94	0.417184369656124	0.338	0.218	2.59937228033483e-89	APOBEC3G
6.88101935848739e-93	-0.46570823132084	0.578	0.563	2.51852189539997e-88	KANSL1
4.29629842608646e-92	-0.530109415084189	0.431	0.461	1.57248818693191e-87	ANKRD17
3.79135972729746e-90	-0.438283755165531	0.582	0.574	1.38767557378814e-85	ANKRD11
2.60733452183585e-89	0.267133655726477	0.752	0.596	9.5431050833714e-85	TNFAIP3
8.03439620115886e-89	0.28822598147704	0.829	0.687	2.94066935358616e-84	EZR
9.32041325168552e-88	-0.263173718959716	0.921	0.871	3.41136445424942e-83	PTPRC
1.05187326577397e-87	-0.526262403210724	0.284	0.354	3.84996134005932e-83	ASAP1
1.40289732262353e-87	-0.277685116463311	0.889	0.849	5.13474449053437e-83	LRRFIP1
1.68790361059775e-87	-0.532880476483687	0.227	0.307	6.17789600514882e-83	NUMB
3.67298104418177e-87	-0.54888945500403	0.238	0.311	1.34434779198097e-82	SLC12A6
6.45174114357226e-87	-0.566728047788267	0.363	0.41	2.36140177595888e-82	RAPGEF2
7.31441292083396e-87	-0.431017425924076	0.065	0.135	2.67714827315444e-82	AC073167.1
8.69995569994953e-86	-0.548342415877323	0.068	0.141	3.18427078573853e-81	MARCKS
1.11133315912546e-85	-0.453543248609085	0.551	0.545	4.0675904957151e-81	NIPBL
4.63347966704298e-85	-0.55003898964506	0.193	0.267	1.6958998929344e-80	STIM1
6.22526095174798e-85	-0.463601240491962	0.564	0.562	2.27850776094928e-80	ZBTB20
2.0313276602446e-84	-0.520041654855318	0.523	0.523	7.43486236926127e-80	HNRNPH1
3.24731251583749e-84	-0.560940769503768	0.316	0.374	1.18854885392168e-79	MAPK8
1.05136851705556e-83	-0.527460226575049	0.266	0.334	3.84811390927505e-79	DOCK9
1.24515203788661e-83	-0.514097958545637	0.4	0.439	4.55738097386877e-79	SOS2
5.97618151565933e-83	-0.4799156232185	0.545	0.533	2.18734219654647e-78	RAP1A
1.24234901750014e-82	0.28375304356636	0.612	0.465	4.54712163895225e-78	GIMAP7
1.4399641735744e-82	-0.410812924476689	0.629	0.605	5.27041287169965e-78	APBB1IP
9.72721857992397e-82	-0.542435990717801	0.165	0.243	3.56025927243797e-77	ATP13A3
3.1311525434945e-81	-0.544326267045308	0.274	0.336	1.14603314244442e-76	UBE2H
5.41227309414867e-81	-0.500495357611293	0.112	0.185	1.98094607518935e-76	AP000787.1
6.33849566424226e-81	-0.394858066211418	0.054	0.118	2.31995279806931e-76	ABHD15-AS1
4.33490108142859e-79	-0.54906922364321	0.105	0.177	1.58661714481368e-74	BCL2A1
1.54790700714949e-78	-0.507864502536785	0.114	0.19	5.66549443686784e-74	TYMP
2.45660391026219e-78	-0.499981049189329	0.405	0.436	8.99141597195063e-74	ITCH
7.65708763404648e-78	-0.464414824488688	0.456	0.487	2.80257064493735e-73	TNIK
8.82079771169321e-78	-0.505288866304459	0.376	0.415	3.22850017045683e-73	MGAT4A
1.82041202508872e-77	-0.535635534098837	0.279	0.34	6.66289005302724e-73	RPRD2
8.80369895753046e-77	-0.506938382965498	0.309	0.372	3.22224185544572e-72	MYO9B
1.34649541236732e-76	-0.532152410912054	0.255	0.317	4.92830785880561e-72	MAP3K1
2.10347183452262e-76	-0.44758161240834	0.05	0.111	7.69891726153623e-72	ABCA1
3.40382621151177e-76	-0.436374557785529	0.556	0.557	1.24583443167542e-71	AC016831.7
1.39838831359892e-75	-0.53451461424515	0.332	0.375	5.11824106660341e-71	LRCH3
1.65276422871959e-75	-0.500036845447989	0.374	0.416	6.04928235353656e-71	ERC1
2.38543269777651e-75	-0.539800598648773	0.355	0.397	8.73092221713179e-71	SAMHD1
5.79651442839725e-75	-0.483435263607642	0.454	0.468	2.12158224593768e-70	USP34
7.44185611279849e-75	-0.480373889874659	0.451	0.478	2.72379375584538e-70	PRKCA
1.23730344492867e-74	-0.466848648558843	0.493	0.501	4.52865433878342e-70	TRAF3
1.65196858690652e-74	-0.386494456212778	0.631	0.607	6.04637022493657e-70	NDFIP1
2.34071039008819e-74	-0.505572436888879	0.373	0.418	8.5672340987618e-70	CEMIP2
5.08672965041664e-74	-0.446715938580755	0.115	0.186	1.86179391934899e-69	LINC01891
1.55559470709477e-73	-0.409319597579561	0.571	0.559	5.69363218743757e-69	RNF149
3.2320713127107e-73	-0.536707887561291	0.086	0.155	1.18297042116524e-68	BASP1
3.6203086458912e-73	-0.502724929221066	0.404	0.431	1.32506916748264e-68	RBM6
3.90984051598724e-73	-0.514340497930993	0.344	0.385	1.43104072725649e-68	RNF38
1.89961217302599e-72	-0.415130094944043	0.093	0.167	6.95277051449241e-68	C1orf21
2.39620531194162e-72	-0.500019850978975	0.167	0.237	8.77035106223752e-68	SFMBT2
5.23090106251802e-72	-0.520428247381165	0.336	0.38	1.91456209789222e-67	CTNNB1
9.02689593714664e-72	-0.306429794349646	0.05	0.112	3.30393418195504e-67	PID1
1.25826522270802e-71	-0.443895405968222	0.097	0.164	4.60537654163363e-67	AP001011.1
1.51168026440659e-71	-0.497739908600273	0.32	0.375	5.53290093575456e-67	ETV6
1.98095185107516e-71	-0.488078711297499	0.447	0.454	7.2504818701202e-67	DDX6
2.08946335889973e-71	-0.498678585368313	0.376	0.412	7.64764483990889e-67	CCM2
3.3466820152531e-71	-0.400468106416124	0.604	0.575	1.22491908440279e-66	EPC1
3.44234720771155e-71	-0.544404945394596	0.328	0.374	1.2599335014945e-66	RABGEF1
7.00767249534083e-71	-0.496182769685323	0.408	0.436	2.5648782100197e-66	MPP7
1.182540517501e-70	-0.408841843626922	0.088	0.154	4.32821654810541e-66	AC010609.1
1.32092127228406e-70	-0.50050768299804	0.408	0.433	4.83470394868689e-66	LRBA
3.83294917993768e-70	-0.544085028319638	0.281	0.343	1.40289772934899e-65	NELL2
6.31958075175325e-70	-0.414410930655339	0.093	0.16	2.31302975094921e-65	EPSTI1
9.04222217956953e-70	-0.495414100145418	0.19	0.257	3.30954373994425e-65	RFFL
1.12328097337279e-69	-0.561044070809774	0.322	0.368	4.11132069064176e-65	SSBP2
1.23803078174517e-69	-0.415742201195612	0.116	0.184	4.5313164642655e-65	AC068724.3
2.5157407960691e-69	-0.507880764643589	0.179	0.246	9.20786288769252e-65	ZNF609
5.57436593691415e-69	-0.450172508621074	0.499	0.503	2.04027367656995e-64	BPTF
9.39341472953712e-69	-0.485049446099173	0.416	0.44	3.43808372515788e-64	LRRC8C
2.91256404118189e-68	-0.515891088852239	0.341	0.379	1.06602756471298e-63	SP3
4.65308838893635e-68	-0.332806984115241	0.054	0.115	1.70307688123459e-63	C5AR1
9.86757037349877e-68	-0.51389071910579	0.348	0.385	3.61162943240428e-63	ZNF148
1.06285551065031e-67	-0.491647500325545	0.305	0.356	3.89015745453121e-63	PSEN1
4.44380629047905e-67	-0.281515093382407	0.807	0.761	1.62647754037824e-62	FAM107B
7.13179337839473e-67	-0.478513753098359	0.285	0.345	2.61030769442625e-62	CSGALNACT1
8.0337482643903e-66	-0.444247236103169	0.512	0.504	2.94043220224949e-61	GNB1
1.11485727280668e-65	-0.467738036053142	0.437	0.45	4.08048910419972e-61	STK38
2.39212084145469e-65	0.37887864054952	0.329	0.23	8.75540149180832e-61	CST7
3.22592981921785e-65	-0.382131211069731	0.621	0.589	1.18072257313193e-60	FAM49B
3.42950869403551e-65	-0.504124004737777	0.4	0.418	1.25523447710394e-60	UBE2K
1.27041739407705e-64	-0.392412750449198	0.046	0.101	4.64985470406141e-60	VCAN
1.52665510892885e-64	-0.444177851989228	0.504	0.507	5.58771036419048e-60	RBMS1
3.63493315633187e-64	-0.508514263423761	0.244	0.304	1.33042188454903e-59	RERE
6.84620379368273e-64	-0.476886163252802	0.408	0.436	2.50577905052582e-59	RAPGEF1
7.65572005604665e-64	-0.511027437554444	0.277	0.328	2.80207009771363e-59	TBL1XR1
5.20799260979206e-63	-0.483843775674694	0.393	0.414	1.90617737510999e-58	PDS5A
8.63737487221178e-63	-0.405149896325211	0.566	0.552	3.16136557697823e-58	CLEC2D
3.34894972262658e-62	-0.489917256202187	0.287	0.336	1.22574908797856e-57	HIVEP1
5.23499828180183e-62	-0.384024761750408	0.099	0.162	1.91606172112229e-57	ATP10A
5.5703403243618e-62	-0.495526564618633	0.111	0.176	2.03880026211966e-57	LUCAT1
2.46549836368116e-61	-0.513528786027295	0.278	0.327	9.02397056090942e-57	MGAT5
3.25182574410079e-61	-0.501882176860825	0.261	0.313	1.19020074059833e-56	NFATC3
9.07337805775192e-61	-0.470859408461223	0.405	0.429	3.32094710291778e-56	RFTN1
1.1076756053474e-60	-0.492890080570898	0.255	0.308	4.05420348313203e-56	DIP2B
4.56444666359947e-60	-0.386054567701233	0.625	0.574	1.67063312334404e-55	N4BP2L2
5.18460506224244e-60	-0.437244993421979	0.53	0.52	1.89761729883136e-55	PARP8
8.21609330408199e-60	-0.49037594574443	0.276	0.325	3.00717231022705e-55	AGTPBP1
9.8210758970387e-60	-0.435360785384874	0.463	0.473	3.59461198907514e-55	UTRN
1.42990792978484e-59	-0.482001355893266	0.226	0.282	5.23360601380549e-55	PTBP2
2.88184114750629e-59	-0.467342332225442	0.408	0.424	1.05478267839878e-54	CUL3
3.25195134774066e-59	-0.477829806976661	0.393	0.417	1.19024671278656e-54	TAOK3
1.70718267719219e-58	-0.295515560490644	0.686	0.672	6.24845931679114e-54	CAMK1D
2.64399098002664e-58	-0.354489397576767	0.064	0.119	9.6772713859955e-54	KIAA1958
2.93708563299252e-58	-0.470604323815848	0.165	0.229	1.07500271253159e-53	SAMD3
5.0961342520505e-58	-0.472931165282303	0.401	0.419	1.865236097593e-53	ABCC1
1.38282540272857e-57	-0.566916143334967	0.144	0.206	5.06127925652685e-53	PPIF
1.79407866089808e-57	-0.486934388187758	0.318	0.355	6.56650730675308e-53	CDKAL1
2.69798492503816e-57	-0.514183368998764	0.267	0.316	9.87489462413216e-53	IMMP2L
4.71966954321068e-57	-0.463159498556234	0.406	0.421	1.72744624951054e-52	MKLN1
5.24932212388809e-57	-0.477143665305029	0.343	0.374	1.92130439056428e-52	ADD3
1.59606085789899e-56	-0.443547602919007	0.468	0.469	5.84174234599608e-52	USP47
1.68697225344787e-56	-0.454362471172176	0.428	0.434	6.17448714484456e-52	GPATCH8
5.05258017302969e-56	-0.292252732012192	0.055	0.108	1.8492948691306e-51	MS4A7
6.84154653064675e-56	0.471275699268894	0.506	0.423	2.50407444568202e-51	TRBC1
3.21009603482004e-55	-0.428252895466489	0.415	0.438	1.17492724970448e-50	SNX9
7.99145732777144e-55	-0.460585831850406	0.362	0.387	2.92495329653762e-50	MARK3
2.10527908691673e-54	-0.472981792643781	0.394	0.41	7.70553198602393e-50	SMURF2
2.32648543924841e-54	-0.359208823894216	0.63	0.586	8.51516935619309e-50	STK17A
3.90132905804412e-54	-0.331170184806667	0.066	0.118	1.42792544853473e-49	AC079793.1
4.11492148498554e-54	-0.324024217594999	0.672	0.623	1.50610241271956e-49	PDCD4
4.5604487544974e-54	-0.464111409775849	0.374	0.407	1.66916984863359e-49	ELL2
6.183351208565e-54	-0.486066405930153	0.284	0.325	2.26316837584687e-49	SPPL3
4.59596931849096e-53	-0.472634424553214	0.319	0.351	1.68217073026087e-48	USP9X
2.85768407622705e-52	-0.469321908358975	0.403	0.415	1.04594094873986e-47	TTC3
3.10337619832394e-52	-0.502196124208319	0.291	0.33	1.13586672234855e-47	ZCCHC7
7.27472814028579e-52	-0.395131307022397	0.182	0.25	2.662623246626e-47	LYN
1.10798925224608e-51	-0.441820309289003	0.274	0.32	4.05535146214587e-47	SCML4
1.60500700854395e-51	-0.486791681365325	0.363	0.387	5.87448615197172e-47	SOS1
1.62018856550653e-51	-0.463183640759947	0.35	0.377	5.93005216861044e-47	RAB10
8.68627900600115e-51	-0.467542311742457	0.345	0.371	3.17926497898648e-46	ATF7IP
1.05721806133559e-50	-0.333808623544228	0.06	0.11	3.86952382629439e-46	AL589693.1
1.31314799977184e-50	-0.461146838956944	0.225	0.274	4.8062529939649e-46	PRORP
1.76333849938623e-50	-0.467367153368344	0.307	0.344	6.45399524160354e-46	CLASP1
2.27815842741189e-50	-0.414747795931312	0.094	0.151	8.33828766017027e-46	SLC43A2
3.746803403363e-50	-0.347187141439716	0.646	0.587	1.37136751366489e-45	HNRNPC
6.15086648834964e-50	-0.474450588375662	0.309	0.342	2.25127864340085e-45	INPP4A
7.45996797804555e-50	-0.45491434600933	0.184	0.237	2.73042287964445e-45	FKBP5
7.51367155380655e-50	-0.286388874541565	0.754	0.679	2.75007892540874e-45	KMT2E
2.67934692068422e-49	-0.377624062532723	0.526	0.511	9.80667766439632e-45	MAP3K2
3.510341128893e-49	-0.312905727332431	0.06	0.108	1.28481995658613e-44	SLC22A23
4.33198722300018e-49	-0.458807072768702	0.317	0.348	1.58555064349029e-44	SLMAP
6.13658119158533e-49	-0.380859637781799	0.148	0.206	2.24605008193215e-44	AC119396.1
6.77659385239617e-49	-0.353504322119951	0.091	0.143	2.48030111591552e-44	KLF7
1.47097229377854e-48	-0.254762013132898	0.659	0.659	5.38390569245882e-44	STAT4
1.53837781247616e-48	-0.459100626606272	0.416	0.417	5.63061663144398e-44	PUM2
1.72631374292571e-48	-0.573899884651504	0.172	0.226	6.3184809304824e-44	PLAUR
3.50589919655194e-48	-0.451438019706512	0.241	0.29	1.28319416492998e-43	BCAS3
4.07576841546061e-48	-0.447075689794417	0.434	0.435	1.49177199774274e-43	CDK13
8.34442619761024e-48	-0.455057898941626	0.264	0.306	3.05414343258733e-43	NCOA2
1.34914414151525e-47	-0.449028655057872	0.273	0.312	4.93800247235998e-43	SEC24B
2.2981476768815e-47	-0.450492588158307	0.326	0.355	8.41145031215396e-43	UBR1
3.56510871624636e-47	-0.421408996286523	0.15	0.203	1.30486544123333e-42	RBL1
3.96795493396442e-47	-0.401924009446094	0.158	0.213	1.45231118538032e-42	FAM117B
6.61131659263326e-47	-0.463163210139526	0.323	0.349	2.4198079860697e-42	CAB39
7.4659166292392e-47	-0.462780706553011	0.366	0.384	2.73260014546784e-42	KIF2A
8.52317933615328e-47	-0.464417063505814	0.404	0.409	3.11956886882546e-42	RAB11A
2.90321697048225e-46	-0.434065675598155	0.195	0.247	1.06260644336621e-41	PKIA
3.44877433138155e-46	-0.400002601451286	0.059	0.106	1.26228589302896e-41	TCF4
3.60917371984982e-46	-0.449350531638254	0.223	0.27	1.32099367320223e-41	SMG6
7.0997142690922e-46	-0.421191714572544	0.195	0.245	2.59856641963044e-41	CRTC3
1.48463024379624e-45	-0.444904570511278	0.355	0.376	5.43389515531864e-41	SORL1
2.15442485982997e-44	-0.435056884762925	0.383	0.394	7.88541042946366e-40	PUM1
2.83530280936769e-44	-0.416748186973456	0.399	0.41	1.03774918125667e-39	PPP3CC
6.93285158903761e-44	-0.457022369512423	0.182	0.229	2.53749301010365e-39	UBE2E1
1.15095055965108e-43	-0.418015893802313	0.417	0.419	4.21259414337894e-39	CREBBP
1.24623663030711e-43	-0.425967711550118	0.407	0.412	4.56135069058704e-39	COP1
1.32401829805371e-43	-0.391041833520852	0.335	0.37	4.84603937270638e-39	CARD11
1.47629938876498e-43	-0.463703016528491	0.111	0.161	5.40340339281869e-39	IRAK2
1.63042011712591e-43	-0.43285370811261	0.368	0.383	5.96750067069255e-39	RICTOR
